ID,Year,Month,Stage,ProjectNumber,Lead,ShortTitle,Programme,Funder,TotalBudget,StaffTime 
1427,2007,12,B,2441,PB,Building national capacity for biodiversity indicators and reporting on MDG-7 and the 2010 Biodiversity Target in Southern and Eastern Africa,D4,"UNDA and also UNEP PCMU, UNEP DEWA",252339.3965,58578.78847
1428,2007,12,B,2450,CB,Plant Conservation Report,D4,CBD,130000,30000
1429,2007,12,B,2451,IL,Landuse planning in East Africa,C2,WWF UK,20000,15000
1430,2007,12,B,2457,EC,Island Database Workshop,H1,Italian Embassy,38000,28500
1431,2007,12,B,2506,LM,SEARCH ITN,D4,EC 7th Framework (Marie Curie),131419.1604,22307
1432,2007,12,B,2567,GF,Analysis of OTCA CITES reports,D3,OTCA,250000,225000
1433,2007,12,B,2590,KB,Benefits of Global Biodiversity Assets to UK Citizens: A Literature Review,D4,Defra,38548,9198
1434,2007,12,B,2606,LM,Impact of Climate Change on Carbon Storage in PAs,D2,TNC,17523.5692,14018.85536
1435,2007,12,B,2617,PH,Maintenance and further development of the Knowledge Management portal,D4,UNEP DELC,150202.0217,135181.8195
1436,2007,12,B,2618,PH,Online reporting for the CMS family of agreements,D4,UNEP DELC,150202.0217,135181.8195
1437,2007,12,B,2619,PH,Further developing the harmonization of reporting agenda,D4,UNEP DELC,40053.87246,20026.93623
1438,2007,12,B,2622,PH,Integrated reporting to the Rio Conventions,D4,GEF through UNEP,901212.1303,250336.7029
1439,2007,12,B,2633,PH,Outreach for Knowledge Management,D4,UNEP DELC,10013.46811,5006.734057
1440,2007,12,B,3011,DG,Proteus 2012 - Conoco-Phillips,D5,Conoco-Phillips,120161.6174,90121.21303
1441,2007,12,B,3012,DG,Proteus 2012 - ENI,C2,ENI,15000,11250
1442,2007,12,C,2037B,LM,FRIS - Stage 3,D4,,0,0
1443,2007,12,C,2138C,CB,Forest Certification 2010,D4,Private Sector,150000,150000
1444,2007,12,C,2178,NA,Drylands Watch,D4,UNCCD,59000,44250
1445,2007,12,C,2189J,NA,2010 BIP Norway,D4,Norwegian Government,25033.67029,18775.25271
1446,2007,12,C,2351,JDH,Biodiversity Yearbook,D4,"UNEP PCMU, UNEP DEWA",165798.3744,124348.7808
1447,2007,12,C,2383,CB,Global Mapping IAS,D4,New Zealand Government,132000,99000
1448,2007,12,C,2387,EC,World Atlas of Saltmarshes,H1,TNC,250000,187500
1449,2007,12,C,2396,LM,World Atlas of Biodiversity and Climate Change ,D4,"UNEP PCMU, UNEP DEWA, Norwegian Government, Defra.",260350.171,195262.6282
1450,2007,12,C,2399,JMH,CITES Trade Data,A1,Japanese Government,14737.63328,11053.22496
1451,2007,12,C,2403,CDB,Vision 2020,D5,"UNEP PCMU, UNEP DEWA, TNC",789200.2623,591900.1967
1452,2007,12,C,2437,EC,Economic valuation of Ocean,H1,"World Bank, WRI, UNEP Partners",800000,560000
1453,2007,12,C,2447,NA,MA Sub Global Follow Up,D4,"UNEP PCMU, UNEP DEWA",425572.3949,225303.0326
1454,2007,12,C,2503,HG,Oceania Trees,D3," Australian Gov, Netherlands Gov, UK Gov",100134.6811,0
1455,2007,12,C,2504,DG,Paraguay-Parana Corridor IMapS,C3," Rio Tinto
",15000,15000
1456,2007,12,C,2510,JDH,Digital Access to UNEP-WCMC publications and reports,A1,Stanford University/Moore Foundation,60000,35000
1457,2007,12,C,2520,IL,"PARITII - PA info for Eastern Europe, Caucasus, Central Asia",D5,UNDP,1545000,0
1458,2007,12,C,2523,PB,ARK 2010 (next phase),D4,Microsoft Research/EU,200000,175000
1459,2007,12,C,2524,NA,Arctic 2010 Biodiversity Assessment Report,D4,"CAFF, Arctic Governments",431075.7735,323306.8302
1460,2007,12,C,2525,NA,Ecosystem Status Indicators,D4,,200000,0
1461,2007,12,C,2526,CDB,Protected Areas of the World map series - Brazil,D5,Imagem,40053.87246,15020.20217
1462,2007,12,C,2561,PB,Cloud Forest Landscape Strategies and Capacity,D4,GEF,80000,60000
1463,2007,12,C,2575,CB,IAS Indicators,D4,GEF,22530.30326,22530.30326
1464,2007,12,C,2586,CB,Red Sea - Dead Sea,D4,Nippon Koei,0,0
1465,2007,12,C,2602,LM,RSB biodiversity criteria,D4,"Federal Office for the Environment, Switzerland",45000,45000
1466,2007,12,C,2625,GF,Livelihoods & CITES,D3,UNEP DELC,158337.9646,20026.93623
1467,2007,12,D,1172L,LM,French WAGAC,D2,UNESCO,0,0
1468,2007,12,D,1243A,KT,MBRS watershed mod follow up,H1,USAID,0,0
1469,2007,12,D,2037C,LM,FRIS carbon,D2,,0,0
1470,2007,12,D,2041,LM,Integrated Amazon Mapping,D2,,0,0
1471,2007,12,D,2066E,EC,US ICRI Secretariat 2007/8,H1,US ICRI Secretariat,0,0
1472,2007,12,D,2138B,LM,FSC - 3rd Phase,D2,WWF International,0,0
1473,2007,12,D,2194,LM,Global Targeting of Landscape Interventions,D4,ICRAF,0,0
1474,2007,12,D,2215,CDB,MIGRATORY WATER BIRDS (GEF Flyways additional funding),D5,UNEP DEWA,13827.59812,13827.59812
1475,2007,12,D,2303,CDB, IABIN PA's Thematic Network,C2,IABIN,0,0
1476,2007,12,D,2345,NA,GECC GBSC,D4,Defra,0,0
1477,2007,12,D,2367,EC,Assessing the impacts of Protected Areas on local economies,H1,UNEP DEWA,20000,15000
1478,2007,12,D,2368,CDB,UN Millennium Development Goals 2008,D5,,0,0
1479,2007,12,D,2386,GF,EU Wildlife Trade Yearbook,D3,,0,0
1480,2007,12,D,2391,CR,Seagrass Database,C2,University of New Hampshire,10000,7500
1481,2007,12,D,2400,DG,West and Central Africa IMAPS,C3,IPIECA,60000,45000
1482,2007,12,D,2404,LM,RED-DC,D2,Unknown,0,0
1483,2007,12,D,2405,LF,Qinetiq,C2,Qinetiq,5000,3750
1484,2007,12,D,2409,DG,Advanced Alerts for Conservation,C2,World Bank,200000,150000
1485,2007,12,D,2428,CB,Decision support to Timber Tree Industry,D4,I.H.S.,0,0
1486,2007,12,D,2436,EC,Dredging Policies,D4,Defra,0,0
1487,2007,12,D,2439,PB,Information management in Protected Areas,D4,PRONATURA and Government,80000,60000
1488,2007,12,D,2454,DJ,Technology4 Conservation,C3,UNEP-Admin,0,0
1489,2007,12,D,2455,DG,Earthwatch Updates,C2,,0,0
1490,2007,12,D,2458,EC,Island Assessment,H1,Nippon Foundation,270363.6391,202772.7293
1491,2007,12,D,2460,LM,Regional Scenario Manual,D4,CBD,0,0
1492,2007,12,D,2527,THJ,Protected Areas for the Mining Sector,A1,Intierra,0,0
1493,2007,12,D,2528,EC,Critical Ecosystem Dataset,H1,,0,0
1494,2007,12,D,2529,JMH,Satellite Imagery,A1,"WRI, National Geographic",0,0
1495,2007,12,D,2530,EC,Kelp Dataset,H1,TNC,0,0
1496,2007,12,D,2531,EC,Global Marine Database,H1,NOAA,0,0
1497,2007,12,D,2532,CDB,Practical definitions for marine monitoring,D5,JNCC with MRAG Ltd,6500,0
1498,2007,12,D,2533,JMH,"Joint programme for biofuels, landuse and biodiversity",A1,Corporate target,0,0
1499,2007,12,D,2535,NA,National Agency Biodiversity Assessment Tool (NABAT),D4,,0,0
1500,2007,12,D,2536,JDH,Scholarship scheme for UNEP-WCMC,A1,,0,0
1501,2007,12,D,2542,EC,Revised World Atlas of Mangroves,H1,ITTO and others,0,0
1502,2007,12,D,2559,LM,VivoCarbon ,D4,AusAid,0,0
1503,2007,12,D,2568,CB,Biodiversity Offsets,D4,,0,0
1504,2007,12,D,2573,LM,Climate change & AZE,D4,,0,0
1505,2007,12,D,2594,CDB,Developing Global Updates for the World Database on Protected Areas,D5,,61000,44600
1506,2007,12,D,2600,LM,"Planning for Climate Change: The effects of climate change on protected area coverage of forest ecosystems
",D5,,34324,34324
1507,2007,12,D,2601,CDB,"Transboundary Conservation Governance:
Tools for Strengthening Global Co-operation
",D5,,61500,42500
1508,2007,12,D,2604,EC,Pressures in the UK marine environment,H1,MRAG + others,20000,5000
1509,2007,12,D,2607,JMH,Proteus,D1,ENI,0,0
1510,2007,12,D,2608,JMH,Proteus,D1,ConocoPhillips,0,0
1511,2007,12,D,2609,CB,Preparation for the World Congress,D4,Unknown,0,0
1512,2007,12,D,2613,LM,Knowledge Transfer Network - forest carbon,D2,NERC,0,0
1513,2007,12,D,2621,DG,IPIECA: Modernise IMAPS facility,C2,IPIECA,0,0
1514,2007,12,D,2623,HG,Africa Timber Tree Workshop,D3,Netherland Government & others,100000,50000
1515,2007,12,D,2624,LM,Arctic Coastal Zones At Risk,D2,,0,0
1516,2007,12,D,2626,JMH,Atlas of Biodiversity & Climate Change,A1,Defra,100000,100000
1517,2007,12,D,2627,JMH,Reconciling KBAs & HVCFs,A1,Various inc TNC & CI,200000,200000
1518,2007,12,D,2629,EC,Support to UNGA 60/30 Assessment,H1,UNGA,10013.46811,8010.774492
1519,2007,12,D,2632,KB,Value of Biodiversity in LDCs,D4,Defra,35000,0
1520,2007,12,D,2635,LM,FP7 REDD,D2,EC,0,0
1521,2007,12,D,2636,KT,Reefs at Risk +10,H1,"Packard Foundation, WRI",75101.01086,0
1522,2007,12,D,2637,LM,Carbon in Protected Areas follow up,D2,German Government,0,0
1523,2007,12,D,2640,LM,Biofuels - indirect LUC,D2,UK DFT,0,0
1524,2007,12,F,2591,DG,Information Management Guidelines,C2,World Bank,48859.61655,1
1525,2007,12,F,2515,JDH,BioVeritas - Using EO data to develop a biodiversity monitoring system for Africa,A1,EC 7th Framework (Cooperation),2400000,3
1526,2007,12,F,2543,PH,Usefulness of National Reports & NBSAPs,D3,UNEP DELC,10256.41026,1
1527,2007,12,F,2401,DG,Support to Regional Seas,C3,IMO,5000,1
1528,2007,12,F,2446,CDB,Protected Areas Climate Change,D5,"UNEP PCMU, UNEP DEWA",508183.5068,3
1529,2007,12,F,2603,KT,Indian Ocean ESPA,H1,NERC,249975,2
1530,2007,12,F,2189I,NA,2010 BIP Indicators DEFRA,D4,Defra,48481.79266,1
1531,2007,12,F,2509,CB,Danzer WDPA support,D5,Danzer,15000,1
1532,2007,12,F,2413B,CB,MA methods manual,D4,UNDP,25000,1
1533,2007,12,F,2389,JDH,Transition Plan,A1,Esme_ Fairbairn Foundation,200000,1
1534,2007,12,F,2544,JDH,Biodiversity and climate change,A1,Esme_ Fairbairn Foundation,255000,1
1535,2008,1,1,1054J,KT,ICRAN Activities 2008,H1,,10345,10345
1536,2008,1,A,2127b,EC,Coral Disease V,H1,NOAA,12563.06659,6281.533297
1537,2008,1,A,2244,THJ,IHS Energy,A1,Cairn Energy,2361.85652,2361.85652
1538,2008,1,A,2244,THJ,IHS Energy,A1,Ecopetrol,5000,5000
1539,2008,1,A,2368,EC,Dredging Policies (Travel & DSA Only),H1,Defra also local governments,5000,5000
1540,2008,1,A,2398,PH,Workshop on further developing knowledge management,D4,UNEP DELC,22613.51987,20352.16788
1541,2008,1,A,2453,GF,CMS Party Reports 2008,D3,CMS Secretariat,40201.8131,30000
1542,2008,1,A,2490,GF,CITES Support 2008-11,D3,CITES,251261.3319,251261.3319
1543,2008,1,A,2521,CB,GBIF for 2010,D4,GBIF,22286.10907,22286.10907
1544,2008,1,A,2538,CB,FCO MA Follow Up,D4,FCO,70000,24000
1545,2008,1,A,2540,KB,COPI: 2010 biodiversity target,D4,EC,11885.92484,8914.443627
1546,2008,1,A,2540A,KB,Scoping the Science for the Economics of Biodiversity Loss,D4,EC,88276.02089,18108.20649
1547,2008,1,A,2558A,KB,PEP RED,D4,WWF,10000,8750
1548,2008,1,A,2579,MM,UNEP Project Document 2008-9 (FP),D1,UNEP,201009.0655,150756.7991
1549,2008,1,A,2560,CB,"EC Biodiversity Knowledge Base
",D4,EC  via MRAG,151727,41839.7
1550,2008,1,A,2572,LM,Climate change & Natura 2000,D4,EC,37660.55,19206.8805
1551,2008,1,A,2574,CB,Technical Support to the EU Strategy on IAS,D4,EC,185717.5756,59429.62418
1552,2008,1,A,2628,MM,UNEP Project Document 2008-9 (OTA),D1,UNEP,251261.3319,188445.9989
1553,2008,1,A,2628A,MM,UNEP Project Document 2008-9 (OTA) - GBO supplement,D1,UNEP,50252.26638,37689.19978
1554,2008,1,A,3000,DG,Proteus 2012 - BP,C2,BP,100000,82104.57002
1555,2008,1,A,3001,DG,Proteus 2012 - Chevron,C2,Chevron,101528,83359.12785
1556,2008,1,A,3002,DG,Proteus 2012 - BHP Billiton,D5,BHP Billiton,75000,61578.42752
1557,2008,1,A,3003,DG,Proteus 2012 - Shell,C2,Shell,100000,82104.57002
1558,2008,1,A,3004,DG,Proteus 2012 - Total,C2,Total Foundation,100000,82104.57002
1559,2008,1,A,3005,DG,Proteus 2012 - Anglo American,C2,AngloAmerican,100000,82104.57002
1560,2008,1,A,3006,DG,Proteus 2012 - Rio Tinto,D5,Rio Tinto,100000,82104.57002
1561,2008,1,A,3007,DG,Proteus 2012 - Repsol,D5,Repsol,100000,82104.57002
1562,2008,1,A,3008,DG,Proteus 2012 - Statoil,D5,Statoil,100000,82104.57002
1563,2008,1,A,3009,DG,Proteus 2012 - Premier Oil,C2,Premier Oil,10000,8210.457002
1564,2008,1,A,3010,DG,Proteus 2012 - Exxon Mobil,D5,Exxon Mobil,91375.2,75023.21507
1565,2008,1,B,950,JMH,ECOiSHARE,A1,Rio Tinto,50000,12500
1566,2008,1,B,950,JMH,ECOiSHARE,A1,BP,50000,12500
1567,2008,1,B,1172N,JMH,Great Apes Online,D3,Arcus Foundation,150000,80000
1568,2008,1,B,2127C,EC,Global Coral disease database ,H1,NOAA/Japanese government + possibly PADI,25126.13319,23593.94159
1569,2008,1,B,2639,GF,EU Wildlife Trade Support Services 2008-2010,D3,CITES,800000,720000
1570,2008,1,B,2395,CDB,Web-based Literature  review - conservation,D5,"Manchester Uni, ESRC",5000,5000
1571,2008,1,B,2441,PB,Building national capacity for biodiversity indicators and reporting on MDG-7 and the 2010 Biodiversity Target in Southern and Eastern Africa,D4,"UNDA and also UNEP PCMU, UNEP DEWA",253271.4225,58795.15166
1572,2008,1,B,2450,CB,Plant Conservation Report,D4,CBD,130000,30000
1573,2008,1,B,2451,IL,Landuse planning in East Africa,C2,WWF UK,20000,15000
1574,2008,1,B,2457,EC,Island Database Workshop,H1,Italian Embassy,38000,28500
1575,2008,1,B,2506,LM,SEARCH ITN,D4,EC 7th Framework (Marie Curie),132487.2041,22307
1576,2008,1,B,2567,GF,Analysis of OTCA CITES reports,D3,OTCA,250000,225000
1577,2008,1,B,2590,KB,Benefits of Global Biodiversity Assets to UK Citizens: A Literature Review,D4,Defra,38548,9198
1578,2008,1,B,2606,LM,Impact of Climate Change on Carbon Storage in PAs,D2,TNC,17588.29323,14070.63459
1579,2008,1,B,2617,PH,Maintenance and further development of the Knowledge Management portal,D4,UNEP DELC,150756.7991,135681.1192
1580,2008,1,B,2618,PH,Online reporting for the CMS family of agreements,D4,UNEP DELC,150756.7991,135681.1192
1581,2008,1,B,2619,PH,Further developing the harmonization of reporting agenda,D4,UNEP DELC,40201.8131,20100.90655
1582,2008,1,B,2622,PH,Integrated reporting to the Rio Conventions,D4,GEF through UNEP,904540.7948,251261.3319
1583,2008,1,B,2633,PH,Outreach for Knowledge Management,D4,UNEP DELC,10050.45328,5025.226638
1584,2008,1,B,3011,DG,Proteus 2012 - Conoco-Phillips,D5,Conoco-Phillips,120605.4393,90454.07948
1585,2008,1,B,3012,DG,Proteus 2012 - ENI,C2,ENI,15000,11250
1586,2008,1,B,2644,JMH,Computing science and biodiversity,C2,Microsoft Research,222617.5401,120605.4393
1587,2008,1,C,2037B,LM,FRIS - Stage 3,D4,,0,0
1588,2008,1,C,2138C,CB,Forest Certification 2010,D4,Private Sector,150000,150000
1589,2008,1,C,2178,NA,Drylands Watch,D4,UNCCD,59000,44250
1590,2008,1,C,2189J,NA,2010 BIP Norway,D4,Norwegian Government,25126.13319,18844.59989
1591,2008,1,C,2351,JDH,Biodiversity Yearbook,D4,"UNEP PCMU, UNEP DEWA",167145.818,125359.3635
1592,2008,1,C,2383,CB,Global Mapping IAS,D4,New Zealand Government,132000,99000
1593,2008,1,C,2387,EC,World Atlas of Saltmarshes,H1,TNC,250000,187500
1594,2008,1,C,2396,LM,World Atlas of Biodiversity and Climate Change ,D4,"UNEP PCMU, UNEP DEWA, Norwegian Government, Defra.",261311.7852,195983.8389
1595,2008,1,C,2399,JMH,CITES Trade Data,A1,Japanese Government,14857.40605,11143.05453
1596,2008,1,C,2403,CDB,Vision 2020,D5,"UNEP PCMU, UNEP DEWA, TNC",795614.0937,596710.5703
1597,2008,1,C,2437,EC,Economic valuation of Ocean,H1,"World Bank, WRI, UNEP Partners",800000,560000
1598,2008,1,C,2447,NA,MA Sub Global Follow Up,D4,"UNEP PCMU, UNEP DEWA",427144.2642,226135.1987
1599,2008,1,C,2503,HG,Oceania Trees,D3," Australian Gov, Netherlands Gov, UK Gov",100504.5328,0
1600,2008,1,C,2504,DG,Paraguay-Parana Corridor IMapS,C3," Rio Tinto
",15000,15000
1601,2008,1,C,2510,JDH,Digital Access to UNEP-WCMC publications and reports,A1,Stanford University/Moore Foundation,60000,35000
1602,2008,1,C,2520,IL,"PARITII - PA info for Eastern Europe, Caucasus, Central Asia",D5,UNDP,1545000,0
1603,2008,1,C,2523,PB,ARK 2010 (next phase),D4,Microsoft Research/EU,200000,175000
1604,2008,1,C,2524,NA,Arctic 2010 Biodiversity Assessment Report,D4,"CAFF, Arctic Governments",434579.1268,325934.3451
1605,2008,1,C,2525,NA,Ecosystem Status Indicators,D4,,200000,0
1606,2008,1,C,2526,CDB,Protected Areas of the World map series - Brazil,D5,Imagem,40201.8131,15075.67991
1607,2008,1,C,2561,PB,Cloud Forest Landscape Strategies and Capacity,D4,GEF,80000,60000
1608,2008,1,C,2575,CB,IAS Indicators,D4,GEF,22613.51987,22613.51987
1609,2008,1,C,2586,CB,Red Sea - Dead Sea,D4,Nippon Koei,0,0
1610,2008,1,C,2602,LM,RSB biodiversity criteria,D4,"Federal Office for the Environment, Switzerland",45000,45000
1611,2008,1,C,2625,GF,Livelihoods & CITES,D3,UNEP DELC,158922.7924,20100.90655
1612,2008,1,D,1172L,LM,French WAGAC,D2,UNESCO,0,0
1613,2008,1,D,1243A,KT,MBRS watershed mod follow up,H1,USAID,0,0
1614,2008,1,D,2037C,LM,FRIS carbon,D2,,0,0
1615,2008,1,D,2041,LM,Integrated Amazon Mapping,D2,,0,0
1616,2008,1,D,2066E,EC,US ICRI Secretariat 2007/8,H1,US ICRI Secretariat,0,0
1617,2008,1,D,2138B,LM,FSC - 3rd Phase,D2,WWF International,0,0
1618,2008,1,D,2194,LM,Global Targeting of Landscape Interventions,D4,ICRAF,0,0
1619,2008,1,D,2215,CDB,MIGRATORY WATER BIRDS (GEF Flyways additional funding),D5,UNEP DEWA,13878.67093,13878.67093
1620,2008,1,D,2303,CDB, IABIN PA's Thematic Network,C2,IABIN,0,0
1621,2008,1,D,2345,NA,GECC GBSC,D4,Defra,0,0
1622,2008,1,D,2367,EC,Assessing the impacts of Protected Areas on local economies,H1,UNEP DEWA,20000,15000
1623,2008,1,D,2368,CDB,UN Millennium Development Goals 2008,D5,,0,0
1624,2008,1,D,2386,GF,EU Wildlife Trade Yearbook,D3,,0,0
1625,2008,1,D,2391,CR,Seagrass Database,C2,University of New Hampshire,10000,7500
1626,2008,1,D,2400,DG,West and Central Africa IMAPS,C3,IPIECA,60000,45000
1627,2008,1,D,2404,LM,RED-DC,D2,Unknown,0,0
1628,2008,1,D,2405,LF,Qinetiq,C2,Qinetiq,5000,3750
1629,2008,1,D,2409,DG,Advanced Alerts for Conservation,C2,World Bank,200000,150000
1630,2008,1,D,2428,CB,Decision support to Timber Tree Industry,D4,I.H.S.,0,0
1631,2008,1,D,2436,EC,Dredging Policies,D4,Defra,0,0
1632,2008,1,D,2439,PB,Information management in Protected Areas,D4,PRONATURA and Government,80000,60000
1633,2008,1,D,2454,DJ,Technology4 Conservation,C3,UNEP-Admin,0,0
1634,2008,1,D,2455,DG,Earthwatch Updates,C2,,0,0
1635,2008,1,D,2458,EC,Island Assessment,H1,Nippon Foundation,271362.2384,203521.6788
1636,2008,1,D,2460,LM,Regional Scenario Manual,D4,CBD,0,0
1637,2008,1,D,2527,THJ,Protected Areas for the Mining Sector,A1,Intierra,0,0
1638,2008,1,D,2528,EC,Critical Ecosystem Dataset,H1,,0,0
1639,2008,1,D,2529,JMH,Satellite Imagery,A1,"WRI, National Geographic",0,0
1640,2008,1,D,2530,EC,Kelp Dataset,H1,TNC,0,0
1641,2008,1,D,2531,EC,Global Marine Database,H1,NOAA,0,0
1642,2008,1,D,2532,CDB,Practical definitions for marine monitoring,D5,JNCC with MRAG Ltd,6500,0
1643,2008,1,D,2533,JMH,"Joint programme for biofuels, landuse and biodiversity",A1,Corporate target,0,0
1644,2008,1,D,2535,NA,National Agency Biodiversity Assessment Tool (NABAT),D4,,0,0
1645,2008,1,D,2536,JDH,Scholarship scheme for UNEP-WCMC,A1,,0,0
1646,2008,1,D,2542,EC,Revised World Atlas of Mangroves,H1,ITTO and others,0,0
1647,2008,1,D,2559,LM,VivoCarbon ,D4,AusAid,0,0
1648,2008,1,D,2568,CB,Biodiversity Offsets,D4,,0,0
1649,2008,1,D,2573,LM,Climate change & AZE,D4,,0,0
1650,2008,1,D,2594,CDB,Developing Global Updates for the World Database on Protected Areas,D5,,61000,44600
1651,2008,1,D,2600,LM,"Planning for Climate Change: The effects of climate change on protected area coverage of forest ecosystems
",D5,,34324,34324
1652,2008,1,D,2601,CDB,"Transboundary Conservation Governance:
Tools for Strengthening Global Co-operation
",D5,,61500,42500
1653,2008,1,D,2604,EC,Pressures in the UK marine environment,H1,MRAG + others,20000,5000
1654,2008,1,D,2607,JMH,Proteus,D1,ENI,0,0
1655,2008,1,D,2608,JMH,Proteus,D1,ConocoPhillips,0,0
1656,2008,1,D,2609,CB,Preparation for the World Congress,D4,Unknown,0,0
1657,2008,1,D,2613,LM,Knowledge Transfer Network - forest carbon,D2,NERC,0,0
1658,2008,1,D,2621,DG,IPIECA: Modernise IMAPS facility,C2,IPIECA,0,0
1659,2008,1,D,2623,HG,Africa Timber Tree Workshop,D3,Netherland Government & others,100000,50000
1660,2008,1,D,2624,LM,Arctic Coastal Zones At Risk,D2,,0,0
1661,2008,1,D,2626,JMH,Atlas of Biodiversity & Climate Change,A1,Defra,100000,100000
1662,2008,1,D,2627,JMH,Reconciling KBAs & HVCFs,A1,Various inc TNC & CI,200000,200000
1663,2008,1,D,2629,EC,Support to UNGA 60/30 Assessment,H1,UNGA,10050.45328,8040.36262
1664,2008,1,D,2632,KB,Value of Biodiversity in LDCs,D4,Defra,35000,0
1665,2008,2,1,1054K,NB,SLED 3,H1,UNEP,24749.92266,0
1666,2008,2,1,2028V,SH,CRU activities 2008 & 2009,H4,UNEP-DEPI,187312,167859.73
1667,2008,2,1,2489,GF,CITES secretariate support 2007/8,D3,CITES,15232.29246,15232.29246
1668,2008,2,1,2512 - 2512D,CB,Support to 2010 BIP,D4,EC ,259240.0563,172130.2
1669,2008,2,1,2521A,CB,GBIF Workshop 2010,D4,GBIF,22363,0
1670,2008,2,1,2651,CC,NINA Questionnaire Responses,D5,NINA,1017.604559,1017.604559
1671,2008,2,1,2653,CB,Forest Certification Indicators 2010 BIP,D4,UNEP-GEF,15428.92409,0
1672,2008,2,1,2658,PS,AEWA Posters 2008,D3,UNEP AEWA,4205,4205
1673,2008,2,2,2572,LM,Climate change & Natura 2000,D2,EC via IUCN,42531.46032,21691.04476
1674,2008,2,A,1172L,LM,French WAGAC,D2,UNESCO,11013.97136,11013.97136
1675,2008,2,A,2127b,EC,Coral Disease V,H1,NOAA,12565.21346,6282.606729
1676,2008,2,A,2244,THJ,IHS Energy,A1,Cairn Energy,2362.26013,2362.26013
1677,2008,2,A,2244,THJ,IHS Energy,A1,Ecopetrol,5000,5000
1678,2008,2,A,2368,EC,Dredging Policies (Travel & DSA Only),H1,IADC,5000,5000
1679,2008,2,A,2398,PH,Workshop on further developing knowledge management,D4,UNEP DELC,22617.38422,20355.6458
1680,2008,2,A,2453,GF,CMS Party Reports 2008,D3,CMS Secretariat,40208.68307,30000
1681,2008,2,A,2490,GF,CITES Support 2008-11,D3,CITES,251304.2692,251304.2692
